,State_Name,District_Name,Labour_hours,Crop_Year,Season,Crop,Area,Production,yield
131706,Maharashtra,NAGPUR,859.5,2011,Kharif     ,Rice,77500.0,117400.0,1514.8387096774193
131727,Maharashtra,NAGPUR,859.5,2012,Kharif     ,Rice,67000.0,100200.0,1495.5223880597016
131741,Maharashtra,NAGPUR,859.5,2012,Summer     ,Rice,100.0,200.0,2000.0
131750,Maharashtra,NAGPUR,859.5,2013,Kharif     ,Rice,77700.0,105000.0,1351.3513513513512
131763,Maharashtra,NAGPUR,859.5,2013,Summer     ,Rice,100.0,200.0,2000.0
131773,Maharashtra,NAGPUR,859.5,2014,Kharif     ,Rice,78800.0,95500.0,1211.9289340101523
131790,Maharashtra,NANDED,859.5,1997,Kharif     ,Rice,25700.0,15100.0,587.5486381322958
131808,Maharashtra,NANDED,859.5,1998,Kharif     ,Rice,25300.0,15800.0,624.505928853755
131836,Maharashtra,NANDED,859.5,1999,Kharif     ,Rice,26100.0,15600.0,597.7011494252873
131864,Maharashtra,NANDED,859.5,2000,Kharif     ,Rice,26700.0,20100.0,752.8089887640449
131893,Maharashtra,NANDED,859.5,2001,Kharif     ,Rice,23900.0,24400.0,1020.9205020920502
131923,Maharashtra,NANDED,859.5,2002,Kharif     ,Rice,24100.0,15300.0,634.8547717842324
131954,Maharashtra,NANDED,859.5,2003,Kharif     ,Rice,23300.0,13400.0,575.1072961373391
131987,Maharashtra,NANDED,859.5,2004,Kharif     ,Rice,16400.0,8200.0,500.0
132013,Maharashtra,NANDED,859.5,2005,Kharif     ,Rice,15600.0,6700.0,429.4871794871795
132036,Maharashtra,NANDED,859.5,2006,Kharif     ,Rice,15600.0,9400.0,602.5641025641025
132061,Maharashtra,NANDED,859.5,2007,Kharif     ,Rice,14500.0,105.0,7.241379310344827
132088,Maharashtra,NANDED,859.5,2008,Kharif     ,Rice,8000.0,4200.0,525.0
132112,Maharashtra,NANDED,859.5,2009,Kharif     ,Rice,5600.0,1500.0,267.85714285714283
132133,Maharashtra,NANDED,859.5,2010,Kharif     ,Rice,5200.0,2700.0,519.2307692307693
132156,Maharashtra,NANDED,859.5,2011,Kharif     ,Rice,4000.0,1500.0,375.0
132182,Maharashtra,NANDED,859.5,2012,Kharif     ,Rice,4000.0,2100.0,525.0
132206,Maharashtra,NANDED,859.5,2013,Kharif     ,Rice,800.0,400.0,500.0
132231,Maharashtra,NANDED,859.5,2014,Kharif     ,Rice,800.0,100.0,125.0
132252,Maharashtra,NANDURBAR,859.5,1999,Kharif     ,Rice,179400.0,229400.0,1278.7068004459309
132264,Maharashtra,NANDURBAR,859.5,1999,Summer     ,Rice,10800.0,17400.0,1611.111111111111
132278,Maharashtra,NANDURBAR,859.5,2000,Kharif     ,Rice,21000.0,4900.0,233.33333333333334
132304,Maharashtra,NANDURBAR,859.5,2001,Kharif     ,Rice,20000.0,12300.0,615.0
132329,Maharashtra,NANDURBAR,859.5,2002,Kharif     ,Rice,19800.0,14500.0,732.3232323232323
132356,Maharashtra,NANDURBAR,859.5,2003,Kharif     ,Rice,22400.0,17700.0,790.1785714285714
132385,Maharashtra,NANDURBAR,859.5,2004,Kharif     ,Rice,21200.0,9700.0,457.54716981132077
132411,Maharashtra,NANDURBAR,859.5,2005,Kharif     ,Rice,19700.0,30900.0,1568.527918781726
132432,Maharashtra,NANDURBAR,859.5,2006,Kharif     ,Rice,20000.0,16900.0,845.0
132455,Maharashtra,NANDURBAR,859.5,2007,Kharif     ,Rice,210.0,312.0,1485.7142857142858
132480,Maharashtra,NANDURBAR,859.5,2008,Kharif     ,Rice,20400.0,21900.0,1073.5294117647059
132503,Maharashtra,NANDURBAR,859.5,2009,Kharif     ,Rice,18700.0,12900.0,689.8395721925134
132525,Maharashtra,NANDURBAR,859.5,2010,Kharif     ,Rice,23400.0,24700.0,1055.5555555555557
132547,Maharashtra,NANDURBAR,859.5,2011,Kharif     ,Rice,19400.0,31700.0,1634.020618556701
132569,Maharashtra,NANDURBAR,859.5,2012,Kharif     ,Rice,19500.0,28400.0,1456.4102564102564
132588,Maharashtra,NANDURBAR,859.5,2013,Kharif     ,Rice,22500.0,20300.0,902.2222222222222
132610,Maharashtra,NANDURBAR,859.5,2014,Kharif     ,Rice,18200.0,9000.0,494.5054945054945
132631,Maharashtra,NASHIK,859.5,1997,Kharif     ,Rice,44600.0,59600.0,1336.3228699551569
132653,Maharashtra,NASHIK,859.5,1998,Kharif     ,Rice,45600.0,57200.0,1254.3859649122808
132684,Maharashtra,NASHIK,859.5,1999,Kharif     ,Rice,47800.0,57200.0,1196.652719665272
132716,Maharashtra,NASHIK,859.5,2000,Kharif     ,Rice,45600.0,39800.0,872.8070175438596
132745,Maharashtra,NASHIK,859.5,2001,Kharif     ,Rice,46600.0,56300.0,1208.1545064377683
132773,Maharashtra,NASHIK,859.5,2002,Kharif     ,Rice,49100.0,43900.0,894.0936863543789
132802,Maharashtra,NASHIK,859.5,2003,Kharif     ,Rice,50600.0,66300.0,1310.2766798418972
132835,Maharashtra,NASHIK,859.5,2004,Kharif     ,Rice,50800.0,70200.0,1381.8897637795276
132861,Maharashtra,NASHIK,859.5,2005,Kharif     ,Rice,50300.0,58700.0,1166.9980119284294
132883,Maharashtra,NASHIK,859.5,2006,Kharif     ,Rice,49000.0,49600.0,1012.2448979591836
132906,Maharashtra,NASHIK,859.5,2007,Kharif     ,Rice,506.0,684.0,1351.7786561264822
132931,Maharashtra,NASHIK,859.5,2008,Kharif     ,Rice,51200.0,65800.0,1285.15625
132954,Maharashtra,NASHIK,859.5,2009,Kharif     ,Rice,48100.0,18800.0,390.85239085239084
132976,Maharashtra,NASHIK,859.5,2010,Kharif     ,Rice,59100.0,24000.0,406.0913705583756
132997,Maharashtra,NASHIK,859.5,2011,Kharif     ,Rice,62900.0,77800.0,1236.8839427662956
133021,Maharashtra,NASHIK,859.5,2012,Kharif     ,Rice,67900.0,80800.0,1189.9852724594994
133045,Maharashtra,NASHIK,859.5,2013,Kharif     ,Rice,72600.0,93300.0,1285.1239669421489
133069,Maharashtra,NASHIK,859.5,2014,Kharif     ,Rice,71200.0,86700.0,1217.6966292134832
133089,Maharashtra,OSMANABAD,859.5,1997,Kharif     ,Rice,13900.0,3900.0,280.57553956834533
133107,Maharashtra,OSMANABAD,859.5,1998,Kharif     ,Rice,14800.0,3600.0,243.24324324324326
133134,Maharashtra,OSMANABAD,859.5,1999,Kharif     ,Rice,15200.0,8500.0,559.2105263157895
133161,Maharashtra,OSMANABAD,859.5,2000,Kharif     ,Rice,17200.0,8400.0,488.3720930232558
133189,Maharashtra,OSMANABAD,859.5,2001,Kharif     ,Rice,15800.0,2400.0,151.8987341772152
133217,Maharashtra,OSMANABAD,859.5,2002,Kharif     ,Rice,16700.0,5200.0,311.377245508982
133244,Maharashtra,OSMANABAD,859.5,2003,Kharif     ,Rice,18000.0,2600.0,144.44444444444446
133277,Maharashtra,OSMANABAD,859.5,2004,Kharif     ,Rice,18500.0,6700.0,362.1621621621622
133304,Maharashtra,OSMANABAD,859.5,2005,Kharif     ,Rice,17000.0,6400.0,376.47058823529414
133326,Maharashtra,OSMANABAD,859.5,2006,Kharif     ,Rice,17500.0,6700.0,382.85714285714283
133350,Maharashtra,OSMANABAD,859.5,2007,Kharif     ,Rice,166.0,69.0,415.66265060240966
133375,Maharashtra,OSMANABAD,859.5,2008,Kharif     ,Rice,5000.0,1800.0,360.0
133398,Maharashtra,OSMANABAD,859.5,2009,Kharif     ,Rice,6100.0,3700.0,606.5573770491803
133420,Maharashtra,OSMANABAD,859.5,2010,Kharif     ,Rice,11200.0,3400.0,303.57142857142856
133444,Maharashtra,OSMANABAD,859.5,2011,Kharif     ,Rice,10700.0,4100.0,383.1775700934579
133472,Maharashtra,OSMANABAD,859.5,2012,Kharif     ,Rice,11500.0,2800.0,243.47826086956522
133499,Maharashtra,OSMANABAD,859.5,2013,Kharif     ,Rice,13100.0,6400.0,488.5496183206107
133526,Maharashtra,OSMANABAD,859.5,2014,Kharif     ,Rice,13100.0,2500.0,190.83969465648855
133549,Maharashtra,PALGHAR,859.5,2014,Kharif     ,Rice,74800.0,188300.0,2517.379679144385
133560,Maharashtra,PARBHANI,859.5,1997,Kharif     ,Rice,22300.0,10300.0,461.8834080717489
133579,Maharashtra,PARBHANI,859.5,1998,Kharif     ,Rice,22900.0,10300.0,449.7816593886463
133609,Maharashtra,PARBHANI,859.5,1999,Kharif     ,Rice,9100.0,4200.0,461.53846153846155
133638,Maharashtra,PARBHANI,859.5,2000,Kharif     ,Rice,9600.0,3300.0,343.75
133666,Maharashtra,PARBHANI,859.5,2001,Kharif     ,Rice,9600.0,5300.0,552.0833333333334
133696,Maharashtra,PARBHANI,859.5,2002,Kharif     ,Rice,9400.0,4700.0,500.0
133726,Maharashtra,PARBHANI,859.5,2003,Kharif     ,Rice,9600.0,3600.0,375.0
133760,Maharashtra,PARBHANI,859.5,2004,Kharif     ,Rice,9900.0,3100.0,313.1313131313131
133786,Maharashtra,PARBHANI,859.5,2005,Kharif     ,Rice,7000.0,2700.0,385.7142857142857
133809,Maharashtra,PARBHANI,859.5,2006,Kharif     ,Rice,7800.0,3200.0,410.2564102564103
133833,Maharashtra,PARBHANI,859.5,2007,Kharif     ,Rice,7200.0,28.0,3.888888888888889
133858,Maharashtra,PARBHANI,859.5,2008,Kharif     ,Rice,5800.0,1900.0,327.58620689655174
133881,Maharashtra,PARBHANI,859.5,2009,Kharif     ,Rice,3100.0,1100.0,354.83870967741933
133904,Maharashtra,PARBHANI,859.5,2010,Kharif     ,Rice,4000.0,1800.0,450.0
133928,Maharashtra,PARBHANI,859.5,2011,Kharif     ,Rice,1700.0,600.0,352.94117647058823
133956,Maharashtra,PARBHANI,859.5,2012,Kharif     ,Rice,1400.0,100.0,71.42857142857143
133983,Maharashtra,PARBHANI,859.5,2013,Kharif     ,Rice,700.0,300.0,428.57142857142856
134009,Maharashtra,PARBHANI,859.5,2014,Kharif     ,Rice,300.0,,
134029,Maharashtra,PUNE,859.5,1997,Kharif     ,Rice,59400.0,66000.0,1111.111111111111
134051,Maharashtra,PUNE,859.5,1998,Kharif     ,Rice,60800.0,73700.0,1212.171052631579
134082,Maharashtra,PUNE,859.5,1999,Kharif     ,Rice,61700.0,89200.0,1445.7050243111833
134114,Maharashtra,PUNE,859.5,2000,Kharif     ,Rice,64000.0,75200.0,1175.0
134145,Maharashtra,PUNE,859.5,2001,Kharif     ,Rice,59100.0,86400.0,1461.9289340101523
134177,Maharashtra,PUNE,859.5,2002,Kharif     ,Rice,57700.0,40000.0,693.2409012131716
134208,Maharashtra,PUNE,859.5,2003,Kharif     ,Rice,60400.0,84700.0,1402.317880794702
134244,Maharashtra,PUNE,859.5,2004,Kharif     ,Rice,67600.0,85100.0,1258.8757396449705
134273,Maharashtra,PUNE,859.5,2005,Kharif     ,Rice,64500.0,73800.0,1144.1860465116279
134297,Maharashtra,PUNE,859.5,2006,Kharif     ,Rice,63900.0,68900.0,1078.2472613458528
134323,Maharashtra,PUNE,859.5,2007,Kharif     ,Rice,628.0,782.0,1245.2229299363057
134351,Maharashtra,PUNE,859.5,2008,Kharif     ,Rice,61200.0,75500.0,1233.6601307189542
134375,Maharashtra,PUNE,859.5,2009,Kharif     ,Rice,62600.0,51200.0,817.891373801917
134398,Maharashtra,PUNE,859.5,2010,Kharif     ,Rice,60900.0,71900.0,1180.623973727422
134421,Maharashtra,PUNE,859.5,2011,Kharif     ,Rice,62000.0,85600.0,1380.6451612903227
134447,Maharashtra,PUNE,859.5,2012,Kharif     ,Rice,77600.0,106200.0,1368.5567010309278
134474,Maharashtra,PUNE,859.5,2013,Kharif     ,Rice,82100.0,153200.0,1866.0170523751522
134501,Maharashtra,PUNE,859.5,2014,Kharif     ,Rice,82100.0,136100.0,1657.7344701583436
134520,Maharashtra,RAIGAD,859.5,1997,Kharif     ,Rice,123800.0,311900.0,2519.3861066235863
134524,Maharashtra,RAIGAD,859.5,1997,Summer     ,Rice,82.0,224.0,2731.7073170731705
134532,Maharashtra,RAIGAD,859.5,1998,Kharif     ,Rice,127300.0,326700.0,2566.378633150039
134541,Maharashtra,RAIGAD,859.5,1998,Summer     ,Rice,8100.0,21000.0,2592.5925925925926
134548,Maharashtra,RAIGAD,859.5,1999,Kharif     ,Rice,127400.0,307500.0,2413.657770800628
134556,Maharashtra,RAIGAD,859.5,1999,Summer     ,Rice,8300.0,21000.0,2530.120481927711
134563,Maharashtra,RAIGAD,859.5,2000,Kharif     ,Rice,126400.0,274100.0,2168.512658227848
134571,Maharashtra,RAIGAD,859.5,2000,Summer     ,Rice,8300.0,17600.0,2120.4819277108436
134578,Maharashtra,RAIGAD,859.5,2001,Kharif     ,Rice,125400.0,332200.0,2649.122807017544
134586,Maharashtra,RAIGAD,859.5,2001,Summer     ,Rice,8300.0,24600.0,2963.855421686747
134593,Maharashtra,RAIGAD,859.5,2002,Kharif     ,Rice,124600.0,256000.0,2054.5746388443017
134603,Maharashtra,RAIGAD,859.5,2002,Summer     ,Rice,8600.0,21800.0,2534.8837209302324
134610,Maharashtra,RAIGAD,859.5,2003,Kharif     ,Rice,124600.0,353600.0,2837.881219903692
134619,Maharashtra,RAIGAD,859.5,2003,Summer     ,Rice,8500.0,22700.0,2670.5882352941176
134630,Maharashtra,RAIGAD,859.5,2004,Kharif     ,Rice,124500.0,275900.0,2216.0642570281125
134639,Maharashtra,RAIGAD,859.5,2004,Summer     ,Rice,8500.0,21300.0,2505.8823529411766
134645,Maharashtra,RAIGAD,859.5,2005,Kharif     ,Rice,121000.0,272900.0,2255.371900826446
134652,Maharashtra,RAIGAD,859.5,2005,Summer     ,Rice,8500.0,22100.0,2600.0
134658,Maharashtra,RAIGAD,859.5,2006,Kharif     ,Rice,123600.0,291100.0,2355.177993527508
134665,Maharashtra,RAIGAD,859.5,2006,Summer     ,Rice,8600.0,23400.0,2720.9302325581393
134670,Maharashtra,RAIGAD,859.5,2007,Kharif     ,Rice,1246.0,3127.0,2509.6308186195824
134682,Maharashtra,RAIGAD,859.5,2008,Kharif     ,Rice,123800.0,335900.0,2713.2471728594505
134693,Maharashtra,RAIGAD,859.5,2009,Kharif     ,Rice,124000.0,311500.0,2512.0967741935483
134703,Maharashtra,RAIGAD,859.5,2010,Kharif     ,Rice,124600.0,294600.0,2364.3659711075443
134714,Maharashtra,RAIGAD,859.5,2011,Kharif     ,Rice,123800.0,298600.0,2411.9547657512117
134723,Maharashtra,RAIGAD,859.5,2011,Summer     ,Rice,3000.0,7600.0,2533.3333333333335
134729,Maharashtra,RAIGAD,859.5,2012,Kharif     ,Rice,124100.0,323000.0,2602.7397260273974
134734,Maharashtra,RAIGAD,859.5,2012,Summer     ,Rice,3800.0,10300.0,2710.5263157894738
134737,Maharashtra,RAIGAD,859.5,2013,Kharif     ,Rice,124100.0,355100.0,2861.4020950846093
134741,Maharashtra,RAIGAD,859.5,2013,Summer     ,Rice,3800.0,10800.0,2842.1052631578946
134747,Maharashtra,RAIGAD,859.5,2014,Kharif     ,Rice,116200.0,320700.0,2759.896729776248
134750,Maharashtra,RAIGAD,859.5,2014,Summer     ,Rice,9100.0,30100.0,3307.6923076923076
134754,Maharashtra,RATNAGIRI,859.5,1997,Kharif     ,Rice,79200.0,183200.0,2313.131313131313
134758,Maharashtra,RATNAGIRI,859.5,1997,Summer     ,Rice,3.0,8.0,2666.6666666666665
134766,Maharashtra,RATNAGIRI,859.5,1998,Kharif     ,Rice,78400.0,219100.0,2794.6428571428573
134772,Maharashtra,RATNAGIRI,859.5,1998,Summer     ,Rice,400.0,1100.0,2750.0
134779,Maharashtra,RATNAGIRI,859.5,1999,Kharif     ,Rice,79400.0,191500.0,2411.83879093199
134785,Maharashtra,RATNAGIRI,859.5,1999,Summer     ,Rice,500.0,1300.0,2600.0
134792,Maharashtra,RATNAGIRI,859.5,2000,Kharif     ,Rice,78400.0,165900.0,2116.0714285714284
134799,Maharashtra,RATNAGIRI,859.5,2000,Summer     ,Rice,400.0,1200.0,3000.0
134806,Maharashtra,RATNAGIRI,859.5,2001,Kharif     ,Rice,78400.0,209200.0,2668.3673469387754
134813,Maharashtra,RATNAGIRI,859.5,2001,Summer     ,Rice,300.0,1000.0,3333.3333333333335
134820,Maharashtra,RATNAGIRI,859.5,2002,Kharif     ,Rice,78500.0,148300.0,1889.1719745222929
134829,Maharashtra,RATNAGIRI,859.5,2002,Summer     ,Rice,300.0,800.0,2666.6666666666665
134836,Maharashtra,RATNAGIRI,859.5,2003,Kharif     ,Rice,79200.0,238500.0,3011.3636363636365
134844,Maharashtra,RATNAGIRI,859.5,2003,Summer     ,Rice,200.0,600.0,3000.0
134854,Maharashtra,RATNAGIRI,859.5,2004,Kharif     ,Rice,79100.0,186500.0,2357.7749683944376
134862,Maharashtra,RATNAGIRI,859.5,2004,Summer     ,Rice,200.0,700.0,3500.0
134868,Maharashtra,RATNAGIRI,859.5,2005,Kharif     ,Rice,77000.0,194600.0,2527.2727272727275
134873,Maharashtra,RATNAGIRI,859.5,2005,Summer     ,Rice,200.0,600.0,3000.0
134879,Maharashtra,RATNAGIRI,859.5,2006,Kharif     ,Rice,77900.0,210900.0,2707.317073170732
134885,Maharashtra,RATNAGIRI,859.5,2006,Summer     ,Rice,100.0,300.0,3000.0
134890,Maharashtra,RATNAGIRI,859.5,2007,Kharif     ,Rice,767.0,1965.0,2561.929595827901
134901,Maharashtra,RATNAGIRI,859.5,2008,Kharif     ,Rice,77400.0,201000.0,2596.8992248062013
134911,Maharashtra,RATNAGIRI,859.5,2009,Kharif     ,Rice,77300.0,202700.0,2622.2509702457955
134920,Maharashtra,RATNAGIRI,859.5,2010,Kharif     ,Rice,78000.0,223100.0,2860.25641025641
134931,Maharashtra,RATNAGIRI,859.5,2011,Kharif     ,Rice,77400.0,226100.0,2921.1886304909563
134938,Maharashtra,RATNAGIRI,859.5,2011,Summer     ,Rice,100.0,300.0,3000.0
134945,Maharashtra,RATNAGIRI,859.5,2012,Kharif     ,Rice,73800.0,214800.0,2910.569105691057
134949,Maharashtra,RATNAGIRI,859.5,2012,Summer     ,Rice,100.0,200.0,2000.0
134954,Maharashtra,RATNAGIRI,859.5,2013,Kharif     ,Rice,72100.0,213200.0,2957.004160887656
134962,Maharashtra,RATNAGIRI,859.5,2014,Kharif     ,Rice,72500.0,220500.0,3041.3793103448274
134972,Maharashtra,SANGLI,859.5,1997,Kharif     ,Rice,15700.0,32400.0,2063.6942675159235
134991,Maharashtra,SANGLI,859.5,1998,Kharif     ,Rice,16300.0,51500.0,3159.5092024539877
135020,Maharashtra,SANGLI,859.5,1999,Kharif     ,Rice,17900.0,47200.0,2636.8715083798884
135048,Maharashtra,SANGLI,859.5,2000,Kharif     ,Rice,18600.0,40400.0,2172.043010752688
135075,Maharashtra,SANGLI,859.5,2001,Kharif     ,Rice,17700.0,47200.0,2666.6666666666665
135102,Maharashtra,SANGLI,859.5,2002,Kharif     ,Rice,18500.0,28400.0,1535.1351351351352
135130,Maharashtra,SANGLI,859.5,2003,Kharif     ,Rice,15600.0,39500.0,2532.051282051282
135162,Maharashtra,SANGLI,859.5,2004,Kharif     ,Rice,17700.0,44200.0,2497.175141242938
135188,Maharashtra,SANGLI,859.5,2005,Kharif     ,Rice,18100.0,39500.0,2182.3204419889503
135211,Maharashtra,SANGLI,859.5,2006,Kharif     ,Rice,18100.0,28900.0,1596.6850828729282
135234,Maharashtra,SANGLI,859.5,2007,Kharif     ,Rice,187.0,436.0,2331.5508021390374
135259,Maharashtra,SANGLI,859.5,2008,Kharif     ,Rice,18700.0,38700.0,2069.51871657754
135282,Maharashtra,SANGLI,859.5,2009,Kharif     ,Rice,18700.0,35100.0,1877.0053475935829
135305,Maharashtra,SANGLI,859.5,2010,Kharif     ,Rice,20200.0,53900.0,2668.3168316831684
135329,Maharashtra,SANGLI,859.5,2011,Kharif     ,Rice,18100.0,33700.0,1861.878453038674
135355,Maharashtra,SANGLI,859.5,2012,Kharif     ,Rice,17500.0,33700.0,1925.7142857142858
135378,Maharashtra,SANGLI,859.5,2013,Kharif     ,Rice,14500.0,25500.0,1758.6206896551723
135403,Maharashtra,SANGLI,859.5,2014,Kharif     ,Rice,15500.0,31400.0,2025.8064516129032
135424,Maharashtra,SATARA,859.5,1997,Kharif     ,Rice,41100.0,64300.0,1564.4768856447688
135444,Maharashtra,SATARA,859.5,1998,Kharif     ,Rice,41500.0,100200.0,2414.4578313253014
135475,Maharashtra,SATARA,859.5,1999,Kharif     ,Rice,44000.0,71100.0,1615.909090909091
135505,Maharashtra,SATARA,859.5,2000,Kharif     ,Rice,43900.0,51300.0,1168.5649202733484
135535,Maharashtra,SATARA,859.5,2001,Kharif     ,Rice,44600.0,77200.0,1730.9417040358744
135565,Maharashtra,SATARA,859.5,2002,Kharif     ,Rice,45400.0,71200.0,1568.2819383259912
135594,Maharashtra,SATARA,859.5,2003,Kharif     ,Rice,44200.0,73400.0,1660.633484162896
135627,Maharashtra,SATARA,859.5,2004,Kharif     ,Rice,44100.0,72900.0,1653.061224489796
135655,Maharashtra,SATARA,859.5,2005,Kharif     ,Rice,43600.0,73400.0,1683.48623853211
135678,Maharashtra,SATARA,859.5,2006,Kharif     ,Rice,45000.0,93300.0,2073.3333333333335
135702,Maharashtra,SATARA,859.5,2007,Kharif     ,Rice,496.0,1024.0,2064.516129032258
135728,Maharashtra,SATARA,859.5,2008,Kharif     ,Rice,49700.0,109300.0,2199.195171026157
135752,Maharashtra,SATARA,859.5,2009,Kharif     ,Rice,50600.0,76900.0,1519.7628458498023
135776,Maharashtra,SATARA,859.5,2010,Kharif     ,Rice,50800.0,82200.0,1618.1102362204724
135801,Maharashtra,SATARA,859.5,2011,Kharif     ,Rice,50500.0,83000.0,1643.5643564356435
135829,Maharashtra,SATARA,859.5,2012,Kharif     ,Rice,51000.0,70000.0,1372.549019607843
135855,Maharashtra,SATARA,859.5,2013,Kharif     ,Rice,50400.0,75600.0,1500.0
135881,Maharashtra,SATARA,859.5,2014,Kharif     ,Rice,52900.0,94700.0,1790.1701323251418
135897,Maharashtra,SINDHUDURG,859.5,1997,Kharif     ,Rice,75300.0,196900.0,2614.8738379814076
135901,Maharashtra,SINDHUDURG,859.5,1997,Summer     ,Rice,46.0,82.0,1782.608695652174
135907,Maharashtra,SINDHUDURG,859.5,1998,Kharif     ,Rice,75600.0,208200.0,2753.968253968254
135915,Maharashtra,SINDHUDURG,859.5,1998,Summer     ,Rice,4500.0,10100.0,2244.4444444444443
135921,Maharashtra,SINDHUDURG,859.5,1999,Kharif     ,Rice,75400.0,172400.0,2286.472148541114
135927,Maharashtra,SINDHUDURG,859.5,1999,Summer     ,Rice,4500.0,8900.0,1977.7777777777778
135933,Maharashtra,SINDHUDURG,859.5,2000,Kharif     ,Rice,75400.0,187300.0,2484.084880636605
135940,Maharashtra,SINDHUDURG,859.5,2000,Summer     ,Rice,4400.0,10200.0,2318.181818181818
135946,Maharashtra,SINDHUDURG,859.5,2001,Kharif     ,Rice,74300.0,189400.0,2549.1251682368775
135954,Maharashtra,SINDHUDURG,859.5,2001,Summer     ,Rice,4300.0,8000.0,1860.4651162790697
135960,Maharashtra,SINDHUDURG,859.5,2002,Kharif     ,Rice,74500.0,163300.0,2191.9463087248323
135968,Maharashtra,SINDHUDURG,859.5,2002,Summer     ,Rice,4400.0,9000.0,2045.4545454545455
135974,Maharashtra,SINDHUDURG,859.5,2003,Kharif     ,Rice,74700.0,236900.0,3171.3520749665327
135982,Maharashtra,SINDHUDURG,859.5,2003,Summer     ,Rice,4300.0,8500.0,1976.7441860465117
135991,Maharashtra,SINDHUDURG,859.5,2004,Kharif     ,Rice,74500.0,210800.0,2829.530201342282
135999,Maharashtra,SINDHUDURG,859.5,2004,Summer     ,Rice,4300.0,8500.0,1976.7441860465117
136004,Maharashtra,SINDHUDURG,859.5,2005,Kharif     ,Rice,74500.0,215400.0,2891.2751677852348
136009,Maharashtra,SINDHUDURG,859.5,2005,Summer     ,Rice,4200.0,8800.0,2095.2380952380954
136014,Maharashtra,SINDHUDURG,859.5,2006,Kharif     ,Rice,74700.0,220400.0,2950.4685408299865
136020,Maharashtra,SINDHUDURG,859.5,2006,Summer     ,Rice,4100.0,8800.0,2146.3414634146343
136024,Maharashtra,SINDHUDURG,859.5,2007,Kharif     ,Rice,749.0,2051.0,2738.3177570093458
136034,Maharashtra,SINDHUDURG,859.5,2008,Kharif     ,Rice,74400.0,208000.0,2795.6989247311826
136043,Maharashtra,SINDHUDURG,859.5,2009,Kharif     ,Rice,74600.0,196200.0,2630.0268096514747
136052,Maharashtra,SINDHUDURG,859.5,2010,Kharif     ,Rice,73900.0,197000.0,2665.764546684709
136061,Maharashtra,SINDHUDURG,859.5,2011,Kharif     ,Rice,74200.0,202500.0,2729.11051212938
136068,Maharashtra,SINDHUDURG,859.5,2011,Summer     ,Rice,3800.0,8600.0,2263.157894736842
136073,Maharashtra,SINDHUDURG,859.5,2012,Kharif     ,Rice,74200.0,207000.0,2789.757412398922
136078,Maharashtra,SINDHUDURG,859.5,2012,Summer     ,Rice,2600.0,6200.0,2384.6153846153848
136083,Maharashtra,SINDHUDURG,859.5,2013,Kharif     ,Rice,74200.0,232800.0,3137.466307277628
136088,Maharashtra,SINDHUDURG,859.5,2013,Summer     ,Rice,2600.0,5600.0,2153.846153846154
136096,Maharashtra,SINDHUDURG,859.5,2014,Kharif     ,Rice,67400.0,222400.0,3299.7032640949556
136100,Maharashtra,SINDHUDURG,859.5,2014,Summer     ,Rice,2600.0,5400.0,2076.923076923077
136108,Maharashtra,SOLAPUR,859.5,1997,Kharif     ,Rice,2100.0,2300.0,1095.2380952380952
136129,Maharashtra,SOLAPUR,859.5,1998,Kharif     ,Rice,2900.0,3300.0,1137.9310344827586
136158,Maharashtra,SOLAPUR,859.5,1999,Kharif     ,Rice,3200.0,4200.0,1312.5
136186,Maharashtra,SOLAPUR,859.5,2000,Kharif     ,Rice,3000.0,3400.0,1133.3333333333333
136212,Maharashtra,SOLAPUR,859.5,2001,Kharif     ,Rice,600.0,800.0,1333.3333333333333
136241,Maharashtra,SOLAPUR,859.5,2002,Kharif     ,Rice,500.0,300.0,600.0
136270,Maharashtra,SOLAPUR,859.5,2003,Kharif     ,Rice,200.0,100.0,500.0
136302,Maharashtra,SOLAPUR,859.5,2004,Kharif     ,Rice,400.0,100.0,250.0
136327,Maharashtra,SOLAPUR,859.5,2005,Kharif     ,Rice,100.0,100.0,1000.0
136349,Maharashtra,SOLAPUR,859.5,2006,Kharif     ,Rice,400.0,100.0,250.0
136372,Maharashtra,SOLAPUR,859.5,2007,Kharif     ,Rice,3.0,3.0,1000.0
136397,Maharashtra,SOLAPUR,859.5,2008,Kharif     ,Rice,100.0,10.0,100.0
136418,Maharashtra,SOLAPUR,859.5,2009,Kharif     ,Rice,100.0,14.0,140.0
136440,Maharashtra,SOLAPUR,859.5,2010,Kharif     ,Rice,700.0,200.0,285.7142857142857
136464,Maharashtra,SOLAPUR,859.5,2011,Kharif     ,Rice,700.0,200.0,285.7142857142857
136490,Maharashtra,SOLAPUR,859.5,2012,Kharif     ,Rice,400.0,100.0,250.0
136517,Maharashtra,SOLAPUR,859.5,2013,Kharif     ,Rice,400.0,100.0,250.0
136544,Maharashtra,SOLAPUR,859.5,2014,Kharif     ,Rice,400.0,100.0,250.0
136563,Maharashtra,THANE,859.5,1997,Kharif     ,Rice,146700.0,343300.0,2340.149965916837
136567,Maharashtra,THANE,859.5,1997,Summer     ,Rice,29.0,86.0,2965.5172413793102
136574,Maharashtra,THANE,859.5,1998,Kharif     ,Rice,139500.0,266400.0,1909.6774193548388
136585,Maharashtra,THANE,859.5,1998,Summer     ,Rice,2600.0,6400.0,2461.5384615384614
