Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours,Rainfall,Yield
16863,139676,1,0.6,1,1,1,1,1004.2,1094,8282.98642
2468,11163,1,0.6,1,1,1,1,1004.2,1094,4523.095624
16750,142945,1,0.6,1,1,1,1,1004.2,1094,8534.029851
4876,19275,1,0.6,1,1,1,1,1004.2,1094,3953.035275
19811,145631,1,0.6,1,1,1,1,1004.2,1094,7351.017112
5246,24856,1,0.6,1,1,1,1,1004.2,1094,4738.086161
20986,151750,1,0.6,1,1,1,1,1004.2,1094,7231.01115
7321,30368,1,0.6,1,1,1,1,1004.2,1094,4148.067204
25554,197149,1,0.6,1,1,1,1,1004.2,1094,7714.995695
4682,20048,1,0.6,1,1,1,1,1004.2,1094,4281.930799
20950,141433,1,0.6,1,1,1,1,1004.2,1094,6750.97852
1000,1700,1,0.6,1,1,1,1,1004.2,1094,1700
100,200,1,0.6,1,1,1,1,1004.2,1094,2000
700,1400,1,0.6,1,1,1,1,1004.2,1094,2000
100,400,1,0.6,1,1,1,1,1004.2,1094,4000
669,1901,1,0.6,1,1,1,1,1004.2,1094,2841.554559
