Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours,Rainfall,Yield
2134,62027,1,0.6,1,1,1,1,562,1094,29066.0731
22754,436353,1,0.6,1,1,1,1,562,1094,19176.97987
2012,47964,1,0.6,1,1,1,1,562,1094,23838.9662
303,4590,1,0.6,1,1,1,1,562,1094,15148.51485
173,2414,1,0.6,1,1,1,1,562,1094,13953.75723
56,984,1,0.6,1,1,1,1,562,1094,17571.42857
62,860,1,0.6,1,1,1,1,562,1094,13870.96774
69,1091,1,0.6,1,1,1,1,562,1094,15811.5942
123,1470,1,0.6,1,1,1,1,562,1094,11951.21951
88,1108,1,0.6,1,1,1,1,562,1094,12590.90909
37,540,1,0.6,1,1,1,1,562,1094,14594.59459
58,638,1,0.6,1,1,1,1,562,1094,11000
85,1442,1,0.6,1,1,1,1,562,1094,16964.70588
35,613,1,0.6,1,1,1,1,562,1094,17514.28571
23,431,1,0.6,1,1,1,1,562,1094,18739.13043
26,515,1,0.6,1,1,1,1,562,1094,19807.69231
27,453,1,0.6,1,1,1,1,562,1094,16777.77778
25,298,1,0.6,1,1,1,1,562,1094,11920
115,1932,1,0.6,1,1,1,1,562,1094,16800
23,221,1,0.6,1,1,1,1,562,1094,9608.695652
177,2866,1,0.6,1,1,1,1,562,1094,16192.0904
79,2006,1,0.6,1,1,1,1,562,1094,25392.40506
303,6017,1,0.6,1,1,1,1,562,1094,19858.08581
60,783,1,0.6,1,1,1,1,562,1094,13050
603,8690,1,0.6,1,1,1,1,562,1094,14411.27695
297,7603,1,0.6,1,1,1,1,562,1094,25599.3266
569,10863,1,0.6,1,1,1,1,562,1094,19091.3884
52,1144,1,0.6,1,1,1,1,562,1094,22000
462,8700,1,0.6,1,1,1,1,562,1094,18831.16883
67,1241,1,0.6,1,1,1,1,562,1094,18522.38806
303,5563,1,0.6,1,1,1,1,562,1094,18359.73597
48,848,1,0.6,1,1,1,1,562,1094,17666.66667
35,459,1,0.6,1,1,1,1,562,1094,13114.28571
51,712,1,0.6,1,1,1,1,562,1094,13960.78431
47,652,1,0.6,1,1,1,1,562,1094,13872.34043
2,32,1,0.6,1,1,1,1,562,1094,16000
78,932,1,0.6,1,1,1,1,562,1094,11948.71795
1,13,1,0.6,1,1,1,1,562,1094,13000
74,1079,1,0.6,1,1,1,1,562,1094,14581.08108
3,33,1,0.6,1,1,1,1,562,1094,11000
120,2036,1,0.6,1,1,1,1,562,1094,16966.66667
3,53,1,0.6,1,1,1,1,562,1094,17666.66667
86,1612,1,0.6,1,1,1,1,562,1094,18744.18605
9,178,1,0.6,1,1,1,1,562,1094,19777.77778
46,771,1,0.6,1,1,1,1,562,1094,16760.86957
3,36,1,0.6,1,1,1,1,562,1094,12000
98,1647,1,0.6,1,1,1,1,562,1094,16806.12245
112,1814,1,0.6,1,1,1,1,562,1094,16196.42857
229,4548,1,0.6,1,1,1,1,562,1094,19860.26201
143,2061,1,0.6,1,1,1,1,562,1094,14412.58741
5,128,1,0.6,1,1,1,1,562,1094,25600
71,1356,1,0.6,1,1,1,1,562,1094,19098.59155
58,1092,1,0.6,1,1,1,1,562,1094,18827.58621
79,1451,1,0.6,1,1,1,1,562,1094,18367.08861
1404,27488,1,0.6,1,1,1,1,562,1094,19578.34758
63,879,1,0.6,1,1,1,1,562,1094,13952.38095
1055,18097,1,0.6,1,1,1,1,562,1094,17153.5545
47,652,1,0.6,1,1,1,1,562,1094,13872.34043
1294,22930,1,0.6,1,1,1,1,562,1094,17720.2473
41,490,1,0.6,1,1,1,1,562,1094,11951.21951
1221,11087,1,0.6,1,1,1,1,562,1094,9080.26208
42,613,1,0.6,1,1,1,1,562,1094,14595.2381
1087,13307,1,0.6,1,1,1,1,562,1094,12241.95032
43,730,1,0.6,1,1,1,1,562,1094,16976.74419
1248,23424,1,0.6,1,1,1,1,562,1094,18769.23077
42,787,1,0.6,1,1,1,1,562,1094,18738.09524
1226,25639,1,0.6,1,1,1,1,562,1094,20912.72431
43,721,1,0.6,1,1,1,1,562,1094,16767.44186
1444,16482,1,0.6,1,1,1,1,562,1094,11414.12742
2000,22000,1,0.6,1,1,1,1,562,1094,11000
37,622,1,0.6,1,1,1,1,562,1094,16810.81081
1182,10506,1,0.6,1,1,1,1,562,1094,8888.324873
30,486,1,0.6,1,1,1,1,562,1094,16200
1410,35752,1,0.6,1,1,1,1,562,1094,25356.02837
27,536,1,0.6,1,1,1,1,562,1094,19851.85185
1102,16565,1,0.6,1,1,1,1,562,1094,15031.76044
80,1153,1,0.6,1,1,1,1,562,1094,14412.5
1094,28007,1,0.6,1,1,1,1,562,1094,25600.54845
18,344,1,0.6,1,1,1,1,562,1094,19111.11111
935,20720,1,0.6,1,1,1,1,562,1094,22160.42781
16,301,1,0.6,1,1,1,1,562,1094,18812.5
980,18145,1,0.6,1,1,1,1,562,1094,18515.30612
4,73,1,0.6,1,1,1,1,562,1094,18250
641,11325,1,0.6,1,1,1,1,562,1094,17667.70671
440,7224,1,0.6,1,1,1,1,562,1094,16418.18182
93,1298,1,0.6,1,1,1,1,562,1094,13956.98925
326,5731,1,0.6,1,1,1,1,562,1094,17579.7546
32,444,1,0.6,1,1,1,1,562,1094,13875
308,4872,1,0.6,1,1,1,1,562,1094,15818.18182
52,622,1,0.6,1,1,1,1,562,1094,11961.53846
137,1725,1,0.6,1,1,1,1,562,1094,12591.24088
57,831,1,0.6,1,1,1,1,562,1094,14578.94737
164,1805,1,0.6,1,1,1,1,562,1094,11006.09756
63,1069,1,0.6,1,1,1,1,562,1094,16968.25397
147,2575,1,0.6,1,1,1,1,562,1094,17517.0068
36,675,1,0.6,1,1,1,1,562,1094,18750
160,3167,1,0.6,1,1,1,1,562,1094,19793.75
51,855,1,0.6,1,1,1,1,562,1094,16764.70588
158,1884,1,0.6,1,1,1,1,562,1094,11924.05063
78,1311,1,0.6,1,1,1,1,562,1094,16807.69231
149,1434,1,0.6,1,1,1,1,562,1094,9624.161074
36,583,1,0.6,1,1,1,1,562,1094,16194.44444
110,2793,1,0.6,1,1,1,1,562,1094,25390.90909
60,1192,1,0.6,1,1,1,1,562,1094,19866.66667
157,2050,1,0.6,1,1,1,1,562,1094,13057.32484
56,807,1,0.6,1,1,1,1,562,1094,14410.71429
116,2970,1,0.6,1,1,1,1,562,1094,25603.44828
55,1050,1,0.6,1,1,1,1,562,1094,19090.90909
123,2707,1,0.6,1,1,1,1,562,1094,22008.13008
63,1186,1,0.6,1,1,1,1,562,1094,18825.39683
161,2981,1,0.6,1,1,1,1,562,1094,18515.52795
61,1120,1,0.6,1,1,1,1,562,1094,18360.65574
138,2438,1,0.6,1,1,1,1,562,1094,17666.66667
555,9081,1,0.6,1,1,1,1,562,1094,16362.16216
107,1493,1,0.6,1,1,1,1,562,1094,13953.27103
421,7401,1,0.6,1,1,1,1,562,1094,17579.57245
112,1554,1,0.6,1,1,1,1,562,1094,13875
408,6453,1,0.6,1,1,1,1,562,1094,15816.17647
130,1554,1,0.6,1,1,1,1,562,1094,11953.84615
354,4457,1,0.6,1,1,1,1,562,1094,12590.39548
105,1532,1,0.6,1,1,1,1,562,1094,14590.47619
290,3191,1,0.6,1,1,1,1,562,1094,11003.44828
114,1934,1,0.6,1,1,1,1,562,1094,16964.91228
305,5344,1,0.6,1,1,1,1,562,1094,17521.31148
91,1706,1,0.6,1,1,1,1,562,1094,18747.25275
416,8233,1,0.6,1,1,1,1,562,1094,19790.86538
457,7663,1,0.6,1,1,1,1,562,1094,16768.05252
398,4747,1,0.6,1,1,1,1,562,1094,11927.13568
215,3613,1,0.6,1,1,1,1,562,1094,16804.65116
321,3090,1,0.6,1,1,1,1,562,1094,9626.168224
165,2672,1,0.6,1,1,1,1,562,1094,16193.93939
303,7694,1,0.6,1,1,1,1,562,1094,25392.73927
181,3594,1,0.6,1,1,1,1,562,1094,19856.35359
383,5001,1,0.6,1,1,1,1,562,1094,13057.44125
120,1729,1,0.6,1,1,1,1,562,1094,14408.33333
233,5965,1,0.6,1,1,1,1,562,1094,25600.85837
51,974,1,0.6,1,1,1,1,562,1094,19098.03922
242,5326,1,0.6,1,1,1,1,562,1094,22008.26446
93,1751,1,0.6,1,1,1,1,562,1094,18827.95699
159,2944,1,0.6,1,1,1,1,562,1094,18515.72327
79,1451,1,0.6,1,1,1,1,562,1094,18367.08861
199,3516,1,0.6,1,1,1,1,562,1094,17668.34171
1,16,1,0.6,1,1,1,1,562,1094,16000
110,1088,0.42,0.56,1,0.19,1,1,422,494,9890.909091
164,1980,0.42,0.56,1,0.19,1,1,422,494,12073.17073
108,1548,0.42,0.56,1,0.19,1,1,422,494,14333.33333
38,392,0.42,0.56,1,0.19,1,1,422,494,10315.78947
25,279,0.42,0.56,1,0.19,1,1,422,494,11160
45,646,0.42,0.56,1,0.19,1,1,422,494,14355.55556
24,237,0.42,0.56,1,0.19,1,1,422,494,9875
61,702,0.42,0.56,1,0.19,1,1,422,494,11508.19672
146,1873,0.42,0.56,1,0.19,1,1,422,494,12828.76712
21,403,0.42,0.56,1,0.19,1,1,422,494,19190.47619
45,524,0.42,0.56,1,0.19,1,1,422,494,11644.44444
53,741,0.42,0.56,1,0.19,1,1,422,494,13981.13208
27,444,0.42,0.56,1,0.19,1,1,422,494,16444.44444
71,832,0.42,0.56,1,0.19,1,1,422,494,11718.30986
92,1580,0.42,0.56,1,0.19,1,1,422,494,17173.91304
25,350,0.42,0.56,1,0.19,1,1,422,494,14000
58,1068,0.42,0.56,1,0.19,1,1,422,494,18413.7931
87,1990,0.42,0.56,1,0.19,1,1,422,494,22873.56322
65,759,0.42,0.56,1,0.19,1,1,422,494,11676.92308
72,1656,0.42,0.56,1,0.19,1,1,422,494,23000
57,541,0.42,0.56,1,0.19,1,1,422,494,9491.22807
28,570,0.42,0.56,1,0.19,1,1,422,494,20357.14286
96,1164,0.42,0.56,1,0.19,1,1,422,494,12125
97,1484,0.42,0.56,1,0.19,1,1,422,494,15298.96907
79,1276,0.42,0.56,1,0.19,1,1,422,494,16151.89873
88,870,0.42,0.56,1,0.19,1,1,422,494,9886.363636
100,1207,0.42,0.56,1,0.19,1,1,422,494,12070
133,1906,0.42,0.56,1,0.19,1,1,422,494,14330.82707
57,588,0.42,0.56,1,0.19,1,1,422,494,10315.78947
46,514,0.42,0.56,1,0.19,1,1,422,494,11173.91304
48,689,0.42,0.56,1,0.19,1,1,422,494,14354.16667
77,760,0.42,0.56,1,0.19,1,1,422,494,9870.12987
97,1111,0.42,0.56,1,0.19,1,1,422,494,11453.60825
268,3445,0.42,0.56,1,0.19,1,1,422,494,12854.47761
59,1132,0.42,0.56,1,0.19,1,1,422,494,19186.44068
83,967,0.42,0.56,1,0.19,1,1,422,494,11650.60241
39,545,0.42,0.56,1,0.19,1,1,422,494,13974.35897
32,526,0.42,0.56,1,0.19,1,1,422,494,16437.5
93,1090,0.42,0.56,1,0.19,1,1,422,494,11720.43011
49,841,0.42,0.56,1,0.19,1,1,422,494,17163.26531
54,750,0.42,0.56,1,0.19,1,1,422,494,13888.88889
26,479,0.42,0.56,1,0.19,1,1,422,494,18423.07692
52,1190,0.42,0.56,1,0.19,1,1,422,494,22884.61538
82,888,0.42,0.56,1,0.19,1,1,422,494,10829.26829
31,713,0.42,0.56,1,0.19,1,1,422,494,23000
32,348,0.42,0.56,1,0.19,1,1,422,494,10875
31,631,0.42,0.56,1,0.19,1,1,422,494,20354.83871
57,767,0.42,0.56,1,0.19,1,1,422,494,13456.14035
47,719,0.42,0.56,1,0.19,1,1,422,494,15297.87234
82,1240,0.42,0.56,1,0.19,1,1,422,494,15121.95122
410,4221,0.42,0.56,1,0.19,1,1,422,494,10295.12195
369,4481,0.42,0.56,1,0.19,1,1,422,494,12143.63144
426,6107,0.42,0.56,1,0.19,1,1,422,494,14335.68075
281,4033,0.42,0.56,1,0.19,1,1,422,494,14352.31317
